Iteration,0-0,0-1,0-2
0,0.134375,0.0,0.33203125
1,0.2276614424103869,0.0,0.7723385575896131
2,0.01519882299740183,0.0,0.9848011770025983
3,0.01519882299740183,0.0,0.9848011770025983
4,0.01519882299740183,0.0,0.9848011770025983
5,0.01519882299740183,0.0,0.9848011770025983
6,0.01519882299740183,0.0,0.9848011770025983
7,0.01519882299740183,0.0,0.9848011770025983
8,0.01519882299740183,0.0,0.9848011770025983
9,0.01519882299740183,0.0,0.9848011770025983
10,0.01519882299740183,0.0,0.9848011770025983
11,0.01519882299740183,0.0,0.9848011770025983
12,0.01519882299740183,0.0,0.9848011770025983
13,0.01519882299740183,0.0,0.9848011770025983
14,0.01519882299740183,0.0,0.9848011770025983
15,0.01519882299740183,0.0,0.9848011770025983
16,0.01519882299740183,0.0,0.9848011770025983
17,0.01519882299740183,0.0,0.9848011770025983
18,0.01519882299740183,0.0,0.9848011770025983
19,0.01519882299740183,0.0,0.9848011770025983
20,0.01519882299740183,0.0,0.9848011770025983
21,0.01519882299740183,0.0,0.9848011770025983
22,0.01519882299740183,0.0,0.9848011770025983
23,0.01519882299740183,0.0,0.9848011770025983
24,0.01519882299740183,0.0,0.9848011770025983
25,0.01519882299740183,0.0,0.9848011770025983
26,0.01519882299740183,0.0,0.9848011770025983
27,0.01519882299740183,0.0,0.9848011770025983
28,0.01519882299740183,0.0,0.9848011770025983
29,0.01519882299740183,0.0,0.9848011770025983
